,winery,vintage,variety,designation,release_price,rating,title,source,category,AVA,region,province,country,description
649,Sokol Blosser,2020,Chardonnay,,$42,90,Sokol Blosser 2020 Chardonnay Dundee Hills,"Wine Spectator Magazine Issue Nov 15, 2022",,Dundee Hills,Willamette Valley,Oregon,US,"Generous and multilayered, with pretty apple and lemon flavors that take on blanched almond and peach. Drink now. 724 cases made."
650,Stoller,2020,Chardonnay,Estate,$40,90,Stoller 2020 Chardonnay Dundee Hills Estate,"Wine Spectator Magazine Issue Aug 31, 2022",,Dundee Hills,Willamette Valley,Oregon,US,"Straightforward and appealing for the apple and toasty cinnamon flavors, which linger on the finish. Drink now. 871 cases made."
651,Del Rio,2020,Chardonnay,,$22,89,Del Rio 2020 Chardonnay Rogue Valley,"Wine Spectator Magazine Issue Apr 30, 2022",,Rogue Valley,Southern Oregon,Oregon,US,"An elegantly structured Chardonnay, with quaffable tropical fruit flavors. Drink now. 1,659 cases made."
652,Sokol Blosser,2020,Chardonnay,Bluebird Cuvée,$36,89,Sokol Blosser 2020 Brut Willamette Valley Bluebird Cuvée,Wine Spectator Magazine Issue Web Only - 2022,Sparkling,Willamette Valley,Willamette Valley,Oregon,US,"Snappy and beautifully floral, with kiwi and lime flavors laced with nutty spices. Pinot Noir, Chardonnay, Riesling, Müller Thurgau and Muscat. Drink now. 1,720 cases made."
653,Stoller,2020,Chardonnay,,$25,89,Stoller 2020 Chardonnay Dundee Hills,"Wine Spectator Magazine Issue Mar 31, 2022",,Dundee Hills,Willamette Valley,Oregon,US,"Crisp yet supple, with generous tropical fruit and spice flavors that flesh out on a long finish. Drink now. 7,000 cases made."
654,King Estate,2020,Chardonnay,,$21,88,King Estate 2020 Chardonnay Willamette Valley,Wine Spectator Magazine Issue Web Only - 2022,,Willamette Valley,Willamette Valley,Oregon,US,"Generous and zesty, with apple and lime flavors that finish on a spicy accent. Drink now through 2024. 1,800 cases made."
655,Acrobat,2020,Chardonnay,,$16,87,Acrobat 2020 Chardonnay Oregon,"Wine Spectator Magazine Issue Mar 31, 2022",,,,Oregon,US,"Snappy and vibrant, with easygoing pear and caramel accents. Drink now. 5,200 cases made."
656,A to Z Wineworks,2020,Chardonnay,,$16,84,A to Z Wineworks 2020 Chardonnay Oregon,Wine Spectator Magazine Issue Web Only - 2021,,,,Oregon,US,"Juicy and tutti-frutti, offering lively tropical fruit and spice cinnamon flavors. Drink now. 32,600 cases made."
657,Wine By Joe,2020,Chardonnay,,$14,81,Wine By Joe 2020 Chardonnay Willamette Valley,Wine Spectator Magazine Issue Web Only - 2022,,Willamette Valley,Willamette Valley,Oregon,US,"Simple and innocuous, with tropical fruit and earthy mineral accents. Drink now. 875 cases made."
658,Del Rio,2020,Grenache,Rosé,$17,88,Del Rio 2020 Grenache Rogue Valley Rosé,"Wine Spectator Magazine Issue Jul 31, 2021",Rosé,Rogue Valley,Southern Oregon,Oregon,US,"Fresh and zesty, with lively watermelon, strawberry and spice flavors. Drink now. 1,196 cases made."
659,Quady North,2020,Rosé GSM,,$17,87,Quady North 2020 Rosé GSM Rogue Valley,"Wine Spectator Magazine Issue Jul 31, 2021",,Rogue Valley,Southern Oregon,Oregon,US,"Offers zesty and savory watermelon and strawberry flavors. Grenache, Syrah and Mourvèdre. Drink now. 2,000 cases made."
660,Chehalem,2020,Pinot Gris,,$20,89,Chehalem 2020 Pinot Gris Chehalem Mountains,Wine Spectator Magazine Issue Web Only - 2021,,Chehalem Mountains,Willamette Valley,Oregon,US,"Supple and pretty, with lemon and nectarine flavors that linger. Drink now. 2,590 cases made."
661,Elk Cove,2020,Pinot Gris,,$19,89,Elk Cove 2020 Pinot Gris Willamette Valley,Wine Spectator Magazine Issue Web Only - 2021,,Willamette Valley,Willamette Valley,Oregon,US,"Expressive aromas of lime and jasmine flower open this version, with appealing stone fruit and spice flavors that finish on a lush accent. Drink now. 11,696 cases made."
662,Willamette Valley Vineyards,2020,Pinot Gris,,$17,89,Willamette Valley Vineyards 2020 Pinot Gris Willamette Valley,Wine Spectator Magazine Issue Web Only - 2021,,Willamette Valley,Willamette Valley,Oregon,US,"A snappy white, this is clean and crisp, with lemon and lime flavors and spice accents. Drink now. 25,900 cases made."
663,A to Z Wineworks,2020,Pinot Gris,,$16,87,A to Z Wineworks 2020 Pinot Gris Oregon,Wine Spectator Magazine Issue Web Only - 2021,,,,Oregon,US,"A juicy quaff that only vaguely tastes like Pinot Grigio, but this is plump with tropical fruit flavors. Drink now. 41,000 cases made."
664,Iris Vineyards,2020,Pinot Gris,,$16,84,Iris Vineyards 2020 Pinot Gris Willamette Valley,Wine Spectator Magazine Issue Web Only - 2022,,Willamette Valley,Willamette Valley,Oregon,US,"Fresh yet simple, with kiwi and lemon verbena flavors. Drink now. 1,300 cases made."
665,Raptor Ridge,2020,Pinot Gris,Vineyard Select,$19,82,Raptor Ridge 2020 Pinot Gris Willamette Valley Vineyard Select,Wine Spectator Magazine Issue Web Only - 2022,,Willamette Valley,Willamette Valley,Oregon,US,"Understated but juicy, with citrus and spice flavors. Drink now. 1,163 cases made."
666,Sokol Blosser,2020,Pinot Gris,,$24,81,Sokol Blosser 2020 Pinot Gris Willamette Valley,Wine Spectator Magazine Issue Web Only - 2022,,Willamette Valley,Willamette Valley,Oregon,US,"Soft and simple, with hints of apple and tropical fruit. Drink now. 1,400 cases made."
667,Sokol Blosser,2020,Riesling,Bluebird Cuvée,$36,89,Sokol Blosser 2020 Brut Willamette Valley Bluebird Cuvée,Wine Spectator Magazine Issue Web Only - 2022,Sparkling,Willamette Valley,Willamette Valley,Oregon,US,"Snappy and beautifully floral, with kiwi and lime flavors laced with nutty spices. Pinot Noir, Chardonnay, Riesling, Müller Thurgau and Muscat. Drink now. 1,720 cases made."
668,Chehalem,2020,Riesling,Corral Creek Vineyard,$30,88,Chehalem 2020 Riesling Chehalem Mountains Corral Creek Vineyard,"Wine Spectator Magazine Issue Sep 30, 2022",,Chehalem Mountains,Willamette Valley,Oregon,US,"Snappy and refreshing, with bright lemon verbena, orange blossom and melon flavors that linger. Drink now. 159 cases made."
669,A to Z Wineworks,2020,Riesling,,$16,87,A to Z Wineworks 2020 Riesling Oregon,Wine Spectator Magazine Issue Web Only - 2021,,,,Oregon,US,"A fun quaff, slightly sweet, but loaded with kiwi, quince and spiced nut flavors that linger on a lush finish. Drink now. 26,115 cases made."
670,Planet Oregon,2020,Pinot Noir,Rosé Bubbles,$24,90,Planet Oregon 2020 Pinot Noir Willamette Valley Rosé Bubbles,"Wine Spectator Magazine Issue Dec 15, 2021",,Willamette Valley,Willamette Valley,Oregon,US,"A festive yet vibrant and well-built Pinot Noir, with lively strawberry, rose petal and stony mineral flavors that finish on a fresh upbeat accent. Drink now. 5,000 cases made."
671,Cristom,2020,Rosé Pinot Noir,,$28,88,Cristom 2020 Rosé Pinot Noir Eola-Amity Hills,Wine Spectator Magazine Issue Web Only - 2021,,Eola-Amity Hills,Willamette Valley,Oregon,US,"Crisp and delicate, with pretty strawberry blossom and watermelon accents. Drink now. 321 cases made."
672,Del Rio,2020,Grenache,Rosé,$17,88,Del Rio 2020 Grenache Rogue Valley Rosé,"Wine Spectator Magazine Issue Jul 31, 2021",Rosé,Rogue Valley,Southern Oregon,Oregon,US,"Fresh and zesty, with lively watermelon, strawberry and spice flavors. Drink now. 1,196 cases made."
673,Elouan,2020,Rosé Wines,,$20,88,Elouan 2020 Rosé Oregon,Wine Spectator Magazine Issue Web Only - 2021,,,,Oregon,US,"This festive pink is easy to drink, with strawberry, quince and toasty spice accents. Drink now. 5,500 cases made."
674,Quady North,2020,Rosé GSM,,$17,87,Quady North 2020 Rosé GSM Rogue Valley,"Wine Spectator Magazine Issue Jul 31, 2021",,Rogue Valley,Southern Oregon,Oregon,US,"Offers zesty and savory watermelon and strawberry flavors. Grenache, Syrah and Mourvèdre. Drink now. 2,000 cases made."
675,A to Z Wineworks,2020,Rosé Wines,,$16,86,A to Z Wineworks 2020 Rosé Oregon,Wine Spectator Magazine Issue Web Only - 2021,,,,Oregon,US,"Delicate and easygoing, with floral cherry and spice flavors Sangiovese, Syrah, Zinfandel, Tempranillo and Malbec. Drink now. 9,868 cases made."
676,Quady North,2020,Rosé GSM,,$17,87,Quady North 2020 Rosé GSM Rogue Valley,"Wine Spectator Magazine Issue Jul 31, 2021",,Rogue Valley,Southern Oregon,Oregon,US,"Offers zesty and savory watermelon and strawberry flavors. Grenache, Syrah and Mourvèdre. Drink now. 2,000 cases made."
677,A to Z Wineworks,2020,Shiraz/Syrah,,$16,86,A to Z Wineworks 2020 Rosé Oregon,Wine Spectator Magazine Issue Web Only - 2021,,,,Oregon,US,"Delicate and easygoing, with floral cherry and spice flavors Sangiovese, Syrah, Zinfandel, Tempranillo and Malbec. Drink now. 9,868 cases made."
678,Planet Oregon,2020,Pinot Noir,Rosé Bubbles,$24,90,Planet Oregon 2020 Pinot Noir Willamette Valley Rosé Bubbles,"Wine Spectator Magazine Issue Dec 15, 2021",,Willamette Valley,Willamette Valley,Oregon,US,"A festive yet vibrant and well-built Pinot Noir, with lively strawberry, rose petal and stony mineral flavors that finish on a fresh upbeat accent. Drink now. 5,000 cases made."
679,Sokol Blosser,2020,Sparkling Wines,Bluebird Cuvée,$36,89,Sokol Blosser 2020 Brut Willamette Valley Bluebird Cuvée,Wine Spectator Magazine Issue Web Only - 2022,Sparkling,Willamette Valley,Willamette Valley,Oregon,US,"Snappy and beautifully floral, with kiwi and lime flavors laced with nutty spices. Pinot Noir, Chardonnay, Riesling, Müller Thurgau and Muscat. Drink now. 1,720 cases made."
680,Soléna,2020,Pinot Noir,Hyland Vineyard,$58,94,Soléna 2020 Pinot Noir McMinnville Hyland Vineyard,"Wine Spectator Magazine Issue Aug 31, 2022",,McMinnville,Willamette Valley,Oregon,US,"Elegantly structured and stylish, with vibrant raspberry, orange peel, cinnamon and other baking spices. Builds richness and tension toward refined tannins. Drink now through 2030. 300 cases made."
681,Norris,2020,Pinot Noir,,$40,93,Norris 2020 Pinot Noir Ribbon Ridge,"Wine Spectator Magazine Issue Nov 15, 2022",,Ribbon Ridge,Willamette Valley,Oregon,US,"Supple and detailed, with multilayered red plum and pomegranate flavors highlighted by tea leaf and stony minerality as this builds tension toward refined tannins. Drink now through 2030. 477 cases made."
682,Stoller,2020,Pinot Noir,Estate,$40,93,Stoller 2020 Pinot Noir Dundee Hills Estate,"Wine Spectator Magazine Issue Oct 15, 2022",,Dundee Hills,Willamette Valley,Oregon,US,"This lovely red is elegantly complex and polished, with expressive cherry and raspberry flavors that are highlighted by orange peel and dusky spice notes and unfurl on the long, lush finish. Drink now through 2030. 2,239 cases made."
683,Soléna,2020,Pinot Noir,,$58,92,Soléna 2020 Pinot Noir Yamhill-Carlton Domaine Danielle Laurent,"Wine Spectator Magazine Issue Jul 31, 2022",,Yamhill-Carlton,Willamette Valley,Oregon,US,"A structured red, with a lively backbone of acidity that powers deep black raspberry, dusky spice and black tea flavors, which build toward broad-shouldered tannins. Drink now through 2030. 500 cases made."
684,Planet Oregon,2020,Pinot Noir,Rosé Bubbles,$24,90,Planet Oregon 2020 Pinot Noir Willamette Valley Rosé Bubbles,"Wine Spectator Magazine Issue Dec 15, 2021",,Willamette Valley,Willamette Valley,Oregon,US,"A festive yet vibrant and well-built Pinot Noir, with lively strawberry, rose petal and stony mineral flavors that finish on a fresh upbeat accent. Drink now. 5,000 cases made."
685,Soléna,2020,Pinot Noir,Grande Cuvée,$30,90,Soléna 2020 Pinot Noir Willamette Valley Grande Cuvée,"Wine Spectator Magazine Issue Sep 30, 2022",,Willamette Valley,Willamette Valley,Oregon,US,"Well-built if a bit angular, this Pinot offers appealing raspberry, dusky spice and black tea flavors that finish with a tannic bite. Best from 2023 through 2030. 4,000 cases made."
686,Soléna,2020,Pinot Noir,,$55,90,Soléna 2020 Pinot Noir Yamhill-Carlton Shea Vineyard,"Wine Spectator Magazine Issue Sep 30, 2022",,Yamhill-Carlton,Willamette Valley,Oregon,US,"Rather linear, revealing a tight beam of structure accented by hints of raspberry and dusky spice, with tannins that firm up the finish. Best after 2023. 250 cases made."
687,Chehalem,2020,Pinot Noir,,$30,89,Chehalem 2020 Pinot Noir Chehalem Mountains,"Wine Spectator Magazine Issue Nov 15, 2022",,Chehalem Mountains,Willamette Valley,Oregon,US,"Tart and snappy, this opens with appealing raspberry and cherry flavors but loses steam midpalate, finishing with savory, slightly grippy tannins. Drink now through 2027. 3,000 cases made."
688,Sokol Blosser,2020,Pinot Noir,Bluebird Cuvée,$36,89,Sokol Blosser 2020 Brut Willamette Valley Bluebird Cuvée,Wine Spectator Magazine Issue Web Only - 2022,Sparkling,Willamette Valley,Willamette Valley,Oregon,US,"Snappy and beautifully floral, with kiwi and lime flavors laced with nutty spices. Pinot Noir, Chardonnay, Riesling, Müller Thurgau and Muscat. Drink now. 1,720 cases made."
689,Cristom,2020,Rosé Pinot Noir,,$28,88,Cristom 2020 Rosé Pinot Noir Eola-Amity Hills,Wine Spectator Magazine Issue Web Only - 2021,,Eola-Amity Hills,Willamette Valley,Oregon,US,"Crisp and delicate, with pretty strawberry blossom and watermelon accents. Drink now. 321 cases made."
690,Del Rio,2020,Pinot Noir,,$32,88,Del Rio 2020 Pinot Noir Rogue Valley,Wine Spectator Magazine Issue Web Only - 2022,,Rogue Valley,Southern Oregon,Oregon,US,"Snappy and vibrant, with cherry, dried herb and spice notes that finish with a slight tannic bite. Drink now through 2026. 1,280 cases made."
691,Dough,2020,Pinot Noir,,$22,88,Dough 2020 Pinot Noir Oregon,Wine Spectator Magazine Issue Web Only - 2022,,,,Oregon,US,"Easygoing but genuine to Pinot, with generous cherry and toasty spice flavors. Drink now through 2025. 9,000 cases made."
692,Elouan,2020,Pinot Noir,,$20,88,Elouan 2020 Rosé Oregon,Wine Spectator Magazine Issue Web Only - 2021,,,,Oregon,US,"This festive pink is easy to drink, with strawberry, quince and toasty spice accents. Drink now. 5,500 cases made."
693,King Estate,2020,Pinot Noir,Inscription,$20,88,King Estate 2020 Pinot Noir Willamette Valley Inscription,"Wine Spectator Magazine Issue Apr 30, 2022",,Willamette Valley,Willamette Valley,Oregon,US,"Zesty and user-friendly, with snappy cherry, pomegranate and spicy herb flavors. Drink now through 2025. 9,000 cases made."
694,Melrose,2020,Pinot Noir,Parker's,$20,88,Melrose 2020 Pinot Noir Umpqua Valley Parker's,"Wine Spectator Magazine Issue Dec 15, 2021",,Umpqua Valley,Southern Oregon,Oregon,US,"Well-crafted and appealing, with lively plum and cherry flavors that are laced with a hint of fresh tarragon. Drink now through 2024. 4,500 cases made."
695,Sokol Blosser,2020,Pinot Noir,Evolution,$28/1500ml.,88,Sokol Blosser 2020 Pinot Noir Willamette Valley Evolution,"Wine Spectator Magazine Issue Aug 31, 2022",,Willamette Valley,Willamette Valley,Oregon,US,"Snappy and easygoing, with lively cherry and spice flavors that end on a refreshing note. Drink now through 2028. 24,850 cases made."
696,Stoller,2020,Pinot Noir,,$25,87,Stoller 2020 Pinot Noir Willamette Valley,"Wine Spectator Magazine Issue Sep 30, 2022",,Willamette Valley,Willamette Valley,Oregon,US,"Supple and appealing, with modest raspberry and cherry flavors laced with toasty spice. Drink now through 2028. 7,250 cases made."
697,Firesteed,2020,Pinot Noir,,$16,86,Firesteed 2020 Pinot Noir Oregon,Wine Spectator Magazine Issue Web Only - 2022,,,,Oregon,US,"Straightforward and unfussy, with modest cherry and spice flavors. Drink now. 120,000 cases made."
698,Longplay,2020,Pinot Noir,Explicit Lyrics,$24,84,Longplay 2020 Pinot Noir Willamette Valley Explicit Lyrics,Wine Spectator Magazine Issue Web Only - 2022,,Willamette Valley,Willamette Valley,Oregon,US,"Straightforward and tangy, with modest cherry and spiced herb flavors. Drink now through 2026. 475 cases made."
699,Evening Land,2019,Chardonnay,Summum Seven Springs Estate,$100,95,Evening Land 2019 Chardonnay Eola-Amity Hills Summum Seven Springs Estate,"Wine Spectator Magazine Issue Aug 31, 2022",,Eola-Amity Hills,Willamette Valley,Oregon,US,"Shows dimension and presence, with elegantly multilayered flavors of Meyer lemon, apple skin, yeasty lees and crushed stone that gather richness and steely opulence on the lingering finish. Drink now through 2023. 327 cases made."
